no_of_dependents,income_annum,loan_amount,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,scaled_loan_term
2,2900000,11300000,839,700000,5100000,8100000,2600000,10.555555555555555
5,7500000,28200000,440,8200000,5800000,24400000,6000000,5.0
4,400000,900000,478,700000,100000,1200000,100000,10.555555555555555
0,1000000,3800000,553,2500000,1000000,2100000,1300000,8.333333333333334
4,700000,1800000,626,500000,600000,1400000,300000,15.0
3,1600000,3300000,609,4700000,100000,6000000,800000,8.333333333333334
4,2000000,6000000,837,1300000,1900000,6300000,2300000,10.555555555555555
4,6400000,21900000,437,7000000,10000000,24600000,4100000,7.222222222222222
4,6700000,24700000,498,12900000,700000,18800000,8400000,7.222222222222222
5,2900000,7500000,678,3400000,3000000,10900000,3700000,10.555555555555555
5,500000,1500000,527,100000,600000,1100000,200000,10.555555555555555
4,7900000,30600000,569,7600000,3400000,20100000,7400000,5.0
5,9300000,28300000,741,7600000,12900000,32400000,5200000,10.555555555555555
5,600000,1200000,343,100000,700000,1600000,600000,8.333333333333334
1,7900000,29200000,663,19600000,12100000,28600000,10100000,5.0
3,6100000,24200000,672,300000,11100000,23500000,5000000,10.555555555555555
2,1500000,3600000,584,3900000,1300000,4800000,1700000,6.111111111111111
4,5500000,12300000,742,12900000,2700000,19800000,4300000,7.222222222222222
5,6700000,25400000,820,10300000,8100000,18500000,3900000,11.666666666666668
3,9800000,28300000,715,19500000,9600000,28800000,9200000,5.0
5,3800000,10500000,759,1800000,6700000,8100000,5300000,9.444444444444445
4,1900000,5600000,832,2700000,3300000,7100000,2400000,5.0
2,5100000,19700000,733,0,4500000,12900000,6200000,5.0
4,9100000,35200000,341,1000000,300000,23100000,8200000,7.222222222222222
3,5800000,16700000,735,3900000,9400000,12600000,5600000,12.777777777777779
4,5400000,12600000,786,300000,2500000,21000000,6600000,13.88888888888889
2,4400000,14200000,799,6300000,7800000,10800000,2400000,13.88888888888889
3,4100000,14100000,300,7600000,2100000,8400000,2200000,9.444444444444445
4,7700000,17200000,561,6000000,5000000,15400000,6800000,7.222222222222222
2,7500000,15400000,332,8300000,3100000,23700000,5400000,8.333333333333334
0,5100000,19900000,655,4400000,0,17100000,7100000,13.88888888888889
0,3100000,8500000,614,1700000,4600000,11000000,3300000,8.333333333333334
4,2800000,6100000,415,2200000,4200000,8400000,2000000,13.88888888888889
3,4400000,16300000,561,5500000,8000000,12000000,4000000,15.0
4,7900000,25700000,589,4300000,300000,25300000,9800000,13.88888888888889
5,8500000,26700000,803,500000,16600000,24400000,9600000,9.444444444444445
1,2600000,6600000,765,2100000,200000,5200000,1300000,15.0
2,9800000,22900000,788,1300000,10300000,27200000,14000000,9.444444444444445
5,9700000,30100000,434,19600000,17900000,21000000,6900000,10.555555555555555
5,3900000,14900000,837,1100000,500000,14400000,3600000,10.555555555555555
1,8700000,33900000,766,16300000,700000,19500000,9000000,9.444444444444445
2,3800000,14400000,301,2300000,1400000,7600000,2400000,5.0
4,2500000,9900000,356,5500000,2600000,6100000,2300000,12.777777777777779
4,5200000,14100000,483,11800000,800000,19200000,2700000,12.777777777777779
4,7800000,28600000,703,500000,12400000,29500000,10500000,5.0
5,7400000,24000000,854,4300000,6700000,20600000,8700000,12.777777777777779
3,2100000,7700000,703,700000,4000000,8200000,1300000,7.222222222222222
0,7600000,25200000,888,12700000,10900000,24500000,7500000,7.222222222222222
2,1400000,3100000,881,3700000,400000,5000000,1100000,6.111111111111111
0,2000000,4700000,785,2900000,1800000,6700000,1700000,7.222222222222222
5,1100000,3900000,538,400000,1300000,4300000,1600000,5.0
2,7100000,18800000,838,1100000,5200000,16600000,4900000,10.555555555555555
0,5200000,12200000,783,5000000,2000000,11400000,5100000,12.777777777777779
1,7900000,29300000,771,17600000,12800000,20400000,4000000,5.0
2,5700000,20500000,581,15200000,7800000,11400000,8500000,15.0
2,2800000,7400000,666,100000,2300000,6300000,3400000,13.88888888888889
3,600000,1200000,752,1100000,500000,2300000,700000,5.0
1,3000000,6000000,518,3800000,1700000,11600000,3900000,12.777777777777779
5,5700000,18400000,579,12800000,4000000,17200000,4900000,6.111111111111111
5,4100000,10200000,431,6200000,2200000,13700000,4300000,10.555555555555555
2,2200000,8100000,710,500000,2900000,7300000,1000000,8.333333333333334
3,1100000,3100000,356,1300000,100000,3000000,1600000,12.777777777777779
2,8000000,28400000,607,11400000,3800000,29000000,11600000,9.444444444444445
3,4600000,17900000,396,10700000,4000000,12300000,2600000,8.333333333333334
1,8300000,30000000,350,12800000,10800000,23800000,9400000,13.88888888888889
4,6400000,18400000,320,17700000,3600000,13900000,8300000,12.777777777777779
4,7400000,15400000,677,22000000,13500000,28900000,7400000,7.222222222222222
5,1200000,2400000,495,1800000,1800000,4100000,1300000,11.666666666666668
0,1800000,5800000,348,2900000,700000,6700000,1000000,13.88888888888889
2,8600000,32100000,802,9400000,16700000,24500000,9800000,7.222222222222222
3,700000,1600000,705,600000,900000,2300000,700000,15.0
3,8200000,20600000,441,16100000,11400000,29100000,6100000,9.444444444444445
5,4100000,11000000,379,6200000,1700000,8500000,5400000,11.666666666666668
2,400000,1300000,885,200000,300000,1100000,500000,5.0
3,4500000,16900000,748,8500000,7200000,15100000,6600000,13.88888888888889
0,9400000,27000000,536,4400000,1700000,33800000,4800000,9.444444444444445
4,9200000,25500000,900,9400000,10500000,27400000,12800000,9.444444444444445
1,8300000,32100000,814,18500000,2700000,28900000,7500000,12.777777777777779
2,8200000,19600000,636,11500000,2300000,28800000,10700000,12.777777777777779
2,1400000,2900000,490,600000,1600000,5500000,1300000,10.555555555555555
4,5900000,19600000,726,17400000,6800000,20100000,8000000,8.333333333333334
1,5300000,18900000,361,300000,5000000,11900000,5500000,12.777777777777779
2,4100000,15600000,838,5500000,4800000,15100000,2700000,10.555555555555555
0,800000,2900000,439,100000,900000,2700000,1200000,5.0
5,5300000,17800000,505,9200000,8500000,14600000,4100000,12.777777777777779
4,1400000,3400000,835,3100000,100000,4100000,2100000,11.666666666666668
2,9600000,35000000,888,12600000,6500000,37900000,5800000,5.0
0,9500000,35300000,605,10000000,12700000,31100000,7000000,7.222222222222222
4,9700000,26900000,460,11400000,3900000,31400000,9300000,9.444444444444445
5,2800000,7200000,424,900000,5000000,6100000,3200000,12.777777777777779
2,200000,500000,746,400000,0,500000,0,7.222222222222222
2,4400000,10600000,488,10800000,2400000,13200000,4600000,15.0
3,5300000,19500000,591,13200000,4700000,19800000,7900000,6.111111111111111
0,7500000,16600000,440,17200000,14500000,24100000,10300000,11.666666666666668
1,2800000,6600000,801,4000000,4900000,7100000,3700000,13.88888888888889
0,600000,1600000,588,1600000,100000,1100000,300000,9.444444444444445
4,9300000,27500000,338,21500000,500000,34900000,6600000,13.88888888888889
0,5600000,13400000,460,3400000,4100000,14800000,4100000,5.0
5,9400000,36800000,509,20700000,7400000,22400000,6300000,9.444444444444445
2,2500000,7200000,454,4200000,1000000,7100000,2100000,12.777777777777779
0,3500000,11400000,837,3700000,2100000,10000000,2700000,12.777777777777779
0,3000000,6500000,612,8800000,3400000,6700000,1700000,5.0
2,2100000,6800000,795,6100000,1900000,7200000,2400000,10.555555555555555
3,7700000,16200000,380,11500000,15100000,22500000,6400000,7.222222222222222
3,9600000,34500000,523,26100000,2600000,24300000,5300000,15.0
0,8400000,20800000,590,5100000,8900000,32100000,10800000,15.0
4,4400000,15000000,459,5700000,800000,11400000,2400000,10.555555555555555
4,3700000,12300000,364,5900000,4200000,13700000,4400000,7.222222222222222
4,1100000,2700000,301,2800000,1600000,3300000,1500000,13.88888888888889
4,8700000,19800000,715,13500000,13400000,32000000,8500000,11.666666666666668
1,3100000,7400000,487,8400000,1200000,9200000,4500000,13.88888888888889
1,500000,1300000,670,1000000,500000,1400000,700000,7.222222222222222
3,4100000,13300000,670,1900000,5500000,13200000,6100000,9.444444444444445
2,4400000,12000000,421,9300000,2700000,15700000,3400000,15.0
3,1600000,3900000,804,900000,2500000,3200000,800000,15.0
2,6100000,15300000,799,7100000,5500000,17800000,5300000,5.0
1,8700000,30700000,708,20600000,4500000,27600000,9300000,7.222222222222222
2,3500000,13300000,420,6400000,1700000,8000000,2300000,6.111111111111111
1,5200000,19500000,778,5200000,4300000,19900000,5800000,10.555555555555555
4,1900000,4300000,826,2400000,0,7000000,900000,6.111111111111111
1,300000,900000,419,800000,0,600000,300000,15.0
2,6200000,21600000,679,18600000,2500000,24500000,9100000,15.0
2,6100000,22300000,733,12100000,9700000,17200000,5600000,9.444444444444445
1,1400000,3100000,384,200000,1200000,4200000,1800000,15.0
4,8700000,30000000,370,17600000,15600000,34600000,12100000,6.111111111111111
1,5400000,19300000,784,5000000,1800000,20300000,6500000,10.555555555555555
2,1700000,4300000,765,5000000,1500000,3400000,900000,7.222222222222222
1,8700000,33800000,558,18300000,11500000,31500000,5900000,13.88888888888889
0,6500000,20200000,842,8300000,12200000,14300000,9600000,12.777777777777779
2,6500000,23900000,457,1200000,12400000,18100000,7300000,13.88888888888889
2,6200000,16500000,510,14100000,4700000,18200000,6300000,6.111111111111111
3,5200000,15000000,432,6900000,5000000,15600000,5100000,15.0
0,1000000,3000000,382,2200000,700000,3500000,900000,13.88888888888889
4,400000,1500000,669,-100000,600000,900000,500000,5.0
3,2100000,7400000,320,3300000,2700000,6300000,2200000,6.111111111111111
5,6000000,24000000,639,300000,7300000,15100000,6600000,15.0
2,2400000,5400000,739,300000,2500000,5000000,3000000,10.555555555555555
3,7600000,19100000,762,14800000,15000000,23500000,7300000,11.666666666666668
1,4700000,11700000,308,11800000,1100000,15100000,3700000,7.222222222222222
3,9500000,22200000,571,4400000,8600000,24400000,10500000,8.333333333333334
3,7800000,16600000,896,12400000,10800000,30500000,5500000,15.0
5,6600000,18800000,639,3200000,1100000,25100000,4300000,6.111111111111111
0,4200000,10300000,506,9300000,4500000,12400000,6000000,9.444444444444445
4,1700000,5600000,395,2700000,800000,3500000,2400000,8.333333333333334
2,6300000,23200000,556,7000000,8300000,24200000,5300000,10.555555555555555
4,5200000,11400000,406,14700000,2000000,13000000,4400000,9.444444444444445
2,6900000,23900000,814,13000000,1900000,26600000,6000000,10.555555555555555
2,800000,3200000,584,0,200000,2100000,700000,9.444444444444445
5,4700000,11800000,639,3600000,700000,9400000,5500000,6.111111111111111
0,1900000,6700000,595,3000000,3200000,4900000,1700000,10.555555555555555
1,5100000,14200000,451,6100000,7600000,11400000,5600000,7.222222222222222
5,6400000,22300000,776,500000,9100000,24100000,5800000,10.555555555555555
5,8500000,31300000,378,21400000,13100000,30400000,8800000,10.555555555555555
3,4000000,11100000,572,9700000,100000,12500000,2400000,10.555555555555555
1,4600000,18400000,403,200000,8800000,17300000,2900000,9.444444444444445
2,4300000,9800000,499,4400000,4500000,12600000,5100000,5.0
3,8500000,27700000,457,3600000,400000,18900000,5200000,6.111111111111111
4,7100000,27200000,824,2400000,8000000,22400000,3900000,12.777777777777779
0,9500000,24400000,769,14400000,2400000,30800000,14200000,11.666666666666668
1,8900000,22600000,617,8400000,15500000,27900000,11700000,13.88888888888889
4,2400000,7100000,871,7000000,300000,8500000,3500000,12.777777777777779
2,4900000,13100000,754,8200000,3300000,16500000,7200000,13.88888888888889
1,4600000,12700000,468,10400000,0,14500000,3900000,8.333333333333334
3,9000000,32900000,657,9900000,600000,29200000,12000000,7.222222222222222
0,9400000,27900000,456,21400000,18500000,35600000,7800000,7.222222222222222
3,400000,1100000,711,100000,300000,1400000,100000,7.222222222222222
4,6800000,24200000,349,18800000,0,15800000,9400000,13.88888888888889
1,7000000,20500000,414,19700000,7500000,20700000,5100000,9.444444444444445
4,9000000,18100000,764,600000,16500000,20800000,11600000,10.555555555555555
3,6700000,15800000,445,10500000,7600000,14100000,9100000,6.111111111111111
1,9900000,34100000,371,24400000,7100000,29300000,6200000,11.666666666666668
0,9800000,32600000,704,7000000,12100000,30000000,4900000,9.444444444444445
0,6200000,22400000,873,15700000,6600000,15800000,8200000,13.88888888888889
0,200000,600000,852,500000,0,400000,200000,8.333333333333334
1,5200000,14300000,650,5400000,2300000,17600000,3600000,13.88888888888889
0,8200000,20300000,666,13100000,10200000,25900000,7800000,6.111111111111111
3,1900000,4100000,830,4600000,1100000,5300000,2100000,10.555555555555555
3,9500000,22800000,319,200000,18800000,34100000,9400000,7.222222222222222
4,2300000,5500000,343,-100000,4100000,4800000,3200000,7.222222222222222
2,8000000,27100000,674,14400000,400000,25300000,6400000,10.555555555555555
3,3800000,10500000,886,4000000,500000,14900000,2300000,10.555555555555555
3,1500000,3200000,767,2000000,400000,3700000,1400000,6.111111111111111
0,9400000,36100000,615,21200000,3800000,27400000,9100000,9.444444444444445
0,1800000,3900000,764,2200000,700000,3500000,1200000,5.0
3,5600000,12700000,395,8200000,9300000,22000000,6400000,10.555555555555555
5,3000000,11900000,459,6000000,4800000,11700000,4200000,11.666666666666668
5,6300000,14600000,469,13300000,10100000,24500000,3800000,8.333333333333334
4,900000,2800000,660,1200000,1400000,2400000,900000,5.0
3,1700000,4600000,385,1500000,1300000,5200000,1700000,10.555555555555555
5,6500000,23900000,507,500000,10200000,15900000,8000000,5.0
3,3500000,10300000,324,2400000,900000,12600000,2400000,12.777777777777779
4,400000,900000,771,1000000,500000,1600000,500000,15.0
1,1700000,5000000,888,2900000,900000,4100000,2200000,9.444444444444445
2,1900000,6700000,893,5600000,3600000,6300000,1600000,12.777777777777779
1,6700000,25000000,598,5300000,12900000,13600000,7000000,15.0
2,5300000,13100000,417,4900000,6200000,18200000,6800000,11.666666666666668
3,3600000,9800000,654,600000,1300000,7500000,2200000,10.555555555555555
0,500000,1800000,651,700000,0,1700000,200000,5.0
2,2300000,5400000,364,4500000,500000,7000000,2000000,8.333333333333334
1,8400000,21800000,492,4000000,11000000,18200000,6600000,5.0
5,6900000,18600000,307,3500000,4800000,25300000,4200000,13.88888888888889
2,2700000,9500000,434,2700000,1500000,8100000,1800000,9.444444444444445
1,9000000,29900000,668,22100000,7200000,24400000,4700000,5.0
4,4700000,10800000,495,11300000,6800000,17000000,4500000,15.0
3,9700000,20600000,524,24200000,11100000,27400000,6100000,12.777777777777779
1,4100000,8400000,608,1400000,8000000,10000000,4400000,15.0
1,2700000,10000000,584,6500000,2700000,7700000,3400000,5.0
2,6800000,22600000,393,2100000,2200000,20300000,8200000,15.0
3,7400000,23400000,700,19300000,3000000,20700000,8900000,12.777777777777779
1,7400000,29500000,323,10000000,4400000,29400000,8100000,12.777777777777779
3,7900000,26600000,409,17100000,1400000,22500000,8700000,10.555555555555555
4,4300000,11500000,337,11100000,6000000,17000000,5200000,15.0
0,5200000,18400000,600,7300000,9700000,16500000,3600000,11.666666666666668
2,8300000,19500000,415,2300000,9400000,21700000,8600000,6.111111111111111
1,8900000,24000000,380,16500000,7400000,27700000,7500000,7.222222222222222
3,5500000,12400000,580,800000,900000,19300000,7300000,8.333333333333334
5,1600000,6100000,663,3900000,800000,6400000,1200000,8.333333333333334
1,8000000,27800000,804,7900000,1600000,27100000,11800000,8.333333333333334
0,7500000,25800000,844,9100000,600000,18600000,6500000,13.88888888888889
1,8000000,28100000,725,1900000,12800000,23000000,7500000,13.88888888888889
4,6700000,25300000,555,16900000,3600000,23500000,4900000,10.555555555555555
3,1100000,3500000,503,3000000,400000,2200000,1200000,10.555555555555555
2,9400000,22700000,505,4000000,16900000,24700000,11500000,11.666666666666668
2,6400000,24100000,592,2500000,6300000,20200000,6000000,7.222222222222222
0,1200000,4200000,768,2800000,2200000,2800000,1500000,6.111111111111111
2,7600000,22300000,555,2100000,13800000,17700000,7100000,10.555555555555555
5,5300000,13400000,719,1600000,200000,11400000,5300000,8.333333333333334
3,8500000,30800000,745,11000000,8200000,19400000,7200000,11.666666666666668
5,8900000,19100000,329,13300000,11400000,29500000,10000000,15.0
3,5500000,16200000,778,4700000,10700000,15300000,6100000,13.88888888888889
4,5600000,16500000,692,14500000,7800000,18000000,7400000,15.0
0,8800000,25000000,400,11300000,4000000,23600000,9400000,6.111111111111111
4,500000,1300000,762,1400000,0,1600000,300000,13.88888888888889
5,700000,1400000,344,1500000,800000,2600000,300000,6.111111111111111
3,9700000,36000000,631,3500000,5500000,28500000,7500000,7.222222222222222
